code,subject,terms,name,prereqs,postreqs
CHIN 0920G,CHIN,"['201810', '201710']",Chinese Language in the Big Screen,[],[]
CHIN 0910B,CHIN,"['201720', '201610']",Introduction to Classical Chinese,[],[]
CHIN 0920C,CHIN,['201720'],The Changing Face of China: Advanced Reading in Chinese Media,[],[]
CLAS 0150,CLAS,"['202110', '201810', '201710', '201610']",Ancient Philosophy,[],[]
CLAS 0320,CLAS,['202110'],21st century Classics,[],[]
CLAS 1120G,CLAS,"['202110', '201910', '201810', '201700', '201610']",The Idea of Self,[],[]
CLAS 1175,CLAS,['202110'],High Crimes and Misdemeanors: Impeachment trials and their Rhetoric,[],[]
CLAS 1202,CLAS,"['202110', '202010']",Foundations Classical Heritage (HIST 1202),[],[]
CLAS 1310,CLAS,"['202110', '201810', '201610']",Roman History I: The Rise and Fall of an Imperial Republic,[],[]
CLAS 1750H,CLAS,"['202110', '201810']",Heroes and Heroism in Graeco - Roman Antiquity and Beyond,[],[]
CLAS 2110K,CLAS,['202110'],Vision and Visualization in Literature: The Rhetoric of Enargeia,[],[]
CLAS 2970,CLAS,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Preliminary Examination Preparation,[],[]
CLAS 2990,CLAS,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,[],[]
CLAS 0640,CLAS,['202100'],"Legitimacy, Fairness, and Rhetoric in Political Trials in Athens, Rome, and Britain",[],[]
CLAS 0650,CLAS,['202100'],War and Society: A Legacy of Ancient Greece?,[],[]
CLAS 0900,CLAS,"['202100', '202000', '201900', '201820', '201800', '201700', '201610']",Greek Mythology,[],[]
CLAS 0990,CLAS,"['202100', '201620']",Karma and Free Will: The Self in Indian Philosophy,[],[]
CLAS 1120U,CLAS,"['202100', '202000', '201920', '201900', '201820', '201800', '201720', '201700', '201620']",The American Presidents and the Western Tradition,[],[]
CLAS 1750D,CLAS,['202100'],Philosophy of Socrates,[],[]
CLAS 0210O,CLAS,"['202020', '201710']",Sport in the Ancient Greek World,[],[]
CLAS 0450,CLAS,['202020'],Philo of Alexandria and His World,[],[]
CLAS 0600,CLAS,"['202020', '201710']",The Literary Worlds of Late Antiquity,[],[]
CLAS 0810,CLAS,['202020'],Film Classics: The Greeks on the Silver Screen (MGRK 0810),[],[]
CLAS 1120E,CLAS,"['202020', '201610']",Slavery in the Ancient World,[],[]
CLAS 1210,CLAS,"['202020', '201910', '201710']","Mediterranean Culture Wars: Archaic Greek History, c. 1200 to 479 BC",[],[]
CLAS 1441,CLAS,['202020'],"Merchants, Trade, and Commerce in the Roman World",[],[]
CLAS 1750V,CLAS,['202020'],God of the Greek Philosophers (HMAN 1974V),[],[]
CLAS 2021R,CLAS,['202020'],Ancient Bucolic Poetry,[],[]
CLAS 2100G,CLAS,['202020'],The World of Late Antiquity,[],[]
CLAS 0090A,CLAS,['202010'],Women and Gender in Ancient Religions (RELS 0090A),[],[]
CLAS 1130,CLAS,['202010'],The Fragility of Life in Ancient Greece,[],[]
CLAS 1320,CLAS,"['202010', '201820']",Roman History II: The Roman Empire and Its Impact,[],[]
CLAS 1430,CLAS,['202010'],The Cultures of Roman Imperialism (HMAN 1974U),[],[]
CLAS 1930C,CLAS,"['202010', '201720']",Parasites and Hypocrites,[],[]
CLAS 2011,CLAS,['202010'],Critical Approaches to Classical Texts: Theory and Methods,[],[]
CLAS 0660,CLAS,"['202000', '201920', '201900', '201820', '201800', '201720', '201610']",The World of Byzantium,[],[]
CLAS 0010,CLAS,"['201920', '201610']",The Greeks,[],[]
CLAS 0210T,CLAS,['201920'],Travelers in Greece: from Pausanias to Shirley Valentine,[],[]
CLAS 1120B,CLAS,"['201920', '201710']",Epic Poetry from Homer to Lucan,[],[]
CLAS 1120P,CLAS,['201920'],Experiencing the Roman Empire: Life in the Roman Provinces,[],[]
CLAS 1160,CLAS,['201920'],"Love and Devotion, Power and Poverty: India's Literary Classics",[],[]
CLAS 1220,CLAS,"['201920', '201720']",The Fall of Empires and Rise of Kings: Greek History 478 to 323 BC,[],[]
CLAS 1240,CLAS,['201920'],Modern Greece in the World (MGRK 1240),[],[]
CLAS 1750P,CLAS,['201920'],"Homicide, Revenge, & Marital Disasters: Reception of Greek Drama in Rome, England, & Japan",[],[]
CLAS 1825,CLAS,['201920'],"Race, The Classics and Democratic Theory (POLS 1825G)",[],[]
CLAS 0210B,CLAS,['201910'],Death in Ancient Greece,[],[]
CLAS 0350,CLAS,['201910'],Ancient Philosophy (PHIL 0350),[],[]
CLAS 0765,CLAS,"['201910', '201810', '201710']",Witches and Vixens: Nasty Women in Ancient Greece and Rome,[],[]
CLAS 0810A,CLAS,"['201910', '201620']",Alexander the Great and the Alexander Tradition,[],[]
CLAS 1205,CLAS,['201910'],The Long Fall of the Roman Empire,[],[]
CLAS 2000,CLAS,"['201910', '201810', '201710', '201610']",Proseminar in Classics,[],[]
CLAS 0530,CLAS,['201820'],"Ancient Science, Medicine and Magic",[],[]
CLAS 0780,CLAS,"['201820', '201610']",From Antiquity to the Humanities (via Humanism) and the History of Ideas,[],[]
CLAS 0855,CLAS,"['201820', '201610']",The Bhagavad Gītā,[],[]
CLAS 1120Z,CLAS,['201820'],Literature of Empires,[],[]
CLAS 1121A,CLAS,['201820'],Late Plato,[],[]
CLAS 1750T,CLAS,['201820'],Ancient Novel,[],[]
CLAS XLIST,CLAS,"['201820', '201810', '201710', '201620', '201610']",Courses of Interest to Classics Concentrators,[],[]
CLAS 0771,CLAS,['201810'],Dreaming in the Ancient World,[],[]
CLAS 1120Q,CLAS,['201810'],Seven Wonders of the Ancient World,[],[]
CLAS 1145,CLAS,['201810'],Goddesses and Women Gurus in South Asian Religious Traditions,[],[]
CLAS 1750U,CLAS,['201810'],Greek Life: Athens as a College Town Under the Roman Empire,[],[]
CLAS 0210R,CLAS,['201720'],"Revolutionary Classics (or, the classical origins of your Brown education)",[],[]
CLAS 0400,CLAS,['201720'],Ancient Comedy and its Influence,[],[]
CLAS 0995,CLAS,['201720'],India’s Classical Performing Arts,[],[]
CLAS 1120V,CLAS,['201720'],The Age of Constantine: The Roman Empire in Transition,[],[]
CLAS 1420,CLAS,['201720'],Death in the West,[],[]
CLAS 1750N,CLAS,['201720'],Marriage in the Ancient World,[],[]
CLAS 2080G,CLAS,['201720'],Hellenistic Athens: A Post-Imperial City of Culture in a Changing World,[],[]
CLAS 0620,CLAS,['201710'],Greek Tragedy,[],[]
CLAS 1120Y,CLAS,['201710'],Alexander to Cleopatra: Greek Literature and Culture,[],[]
CLAS 1140,CLAS,['201710'],Classical Philosophy of India,[],[]
CLAS 1410,CLAS,['201710'],Roman Religion,[],[]
CLAS 2080F,CLAS,['201710'],The Age of Tiberius,[],[]
CLAS 0311,CLAS,['201620'],Juno: The Original Diva,[],[]
CLAS 0820,CLAS,['201620'],Epics of India,[],[]
CLAS 1120W,CLAS,['201620'],Aristotle,[],[]
CLAS 1320X,CLAS,['201620'],Roman History II: The Empire (HIST 1201B),[],[]
CLAS 1770,CLAS,['201620'],"Ancient Law, Society and Jurisprudence",[],[]
CLAS 2080E,CLAS,['201620'],Greek and Roman Epyllion,[],[]
CLAS 0210L,CLAS,['201610'],Who Owns the Classical Past?,[],[]
CLAS 0210Y,CLAS,['201610'],The Philosophy of Classical Indian Yoga,[],[]
CLAS 1120X,CLAS,['201610'],Ovid's Metamorphoses,[],[]
CLPS 0010,CLPS,"['202110', '202100', '201910', '201810', '201710', '201620']","Mind, Brain and Behavior: An Interdisciplinary Approach",[],[]
CLPS 0110,CLPS,"['202110', '202010', '201810', '201620']",Animal Behavior,[],[]
CLPS 0120,CLPS,"['202110', '201910', '201810', '201710', '201610']",Introduction to Sleep,[],[]
CLPS 0200,CLPS,"['202110', '201920', '201820', '201720', '201620']",Human Cognition,[],[]
CLPS 0300,CLPS,"['202110', '202100', '202010', '201910', '201810', '201710']",Introduction to Linguistics,[],[]
CLPS 0500,CLPS,"['202110', '202020', '201920', '201810', '201710', '201610']",Perception and Mind,[],[]
CLPS 0550,CLPS,"['202110', '201910', '201810', '201710']",Science of Consciousness,[],[]
CLPS 0701,CLPS,"['202110', '202010', '201910', '201810', '201710', '201610']",Personality,[],[]
CLPS 0900,CLPS,"['202110', '202020', '202010', '202000', '201920', '201910', '201820', '201810', '201720', '201710', '201700', '201620', '201610']",Statistical Methods,[],[]
CLPS 1150,CLPS,"['202110', '202020', '201820', '201710']",Memory and the Brain,[],[]
CLPS 1195,CLPS,"['202110', '202010', '201910']",Life Under Water in the Anthropocene,[],[]
CLPS 1280B,CLPS,"['202110', '202010', '201910', '201720']",Special Topics in Cognition: Collective Cognition,[],[]
CLPS 1361,CLPS,"['202110', '201810']",Information Theory in Language,[],[]
CLPS 1480H,CLPS,"['202110', '202020']",Disorders of Memory,[],[]
CLPS 1492,CLPS,"['202110', '202010', '201910', '201810', '201720', '201610']",Computational Cognitive Neuroscience,[],[]
CLPS 1591,CLPS,"['202110', '201920']",Experimental Analysis of Vision for Action and Vision for Perception: Are There Separate Mechanisms?,[],[]
CLPS 1610,CLPS,"['202110', '201620']",Cognitive Development,[],[]
CLPS 1650,CLPS,"['202110', '202010', '201810', '201620']",Child Language Acquisition,[],[]
CLPS 1660,CLPS,"['202110', '201910']",Learning Compositional Language,[],[]
CLPS 1730,CLPS,"['202110', '202010', '201910', '201810', '201710']",Psychology in Business and Economics,[],[]
CLPS 1782,CLPS,"['202110', '201910', '201620']","Me, Myself, and I: Exploring Senses of Self from a Multidisciplinary Perspective (COST 1082)",[],[]
CLPS 1890,CLPS,"['202110', '201910', '201720']",Laboratory in Psycholinguistics,[],[]
CLPS 1901,CLPS,"['202110', '202010']",Research Methods,[],[]
CLPS 1960,CLPS,"['202110', '202010', '201910', '201810']",Senior Seminar in Behavioral Decision Sciences,[],[]
CLPS 2001,CLPS,"['202110', '202010', '201910', '201810', '201710', '201610']",Core Concepts in Cognitive and Psychological Sciences I,[],[]
CLPS 2900,CLPS,['202110'],Statistical Methods,[],[]
CLPS 2970,CLPS,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Preliminary Examination Preparation,[],[]
CLPS 2990,CLPS,"['202110', '202020', '202010', '201920', '201910', '201820', '201810', '201720', '201710', '201620', '201610']",Thesis Preparation,[],[]
CLPS 1191,CLPS,"['202115', '202020', '201900', '201800', '201710', '201700', '201610']",Observing Animals: Methods for Animal Behavior Research,[],[]
CLPS 0450,CLPS,"['202100', '201820']",Brain Damage and the Mind,[],[]
CLPS 0610,CLPS,"['202100', '201910', '201810', '201710', '201700']",Children's Thinking: The Nature of Cognitive Development,[],[]
CLPS 0050B,CLPS,"['202020', '201810']",The Two Visual Systems: Visual Perception and Control of Action,[],[]
CLPS 0220,CLPS,"['202020', '201920', '201820', '201710']",Making Decisions,[],[]
CLPS 0540,CLPS,"['202020', '201920']",Simulating Reality: The (Curious) History and Science of Immersive Experiences,[],[]
CLPS 0710,CLPS,"['202020', '201820', '201610']",The Psychology and Philosophy of Happiness,[],[]
CLPS 0800,CLPS,"['202020', '201920', '201820', '201720']",Language and the Mind,[],[]
CLPS 0950,CLPS,"['202020', '201920', '201810', '201710', '201620']",Introduction to programming,[],[]
CLPS 1250,CLPS,"['202020', '201920', '201810', '201720', '201620']",Human Factors,[],[]
CLPS 1330,CLPS,"['202020', '201810', '201710', '201610']",Introduction to Syntax,[],[]
CLPS 1341,CLPS,"['202020', '201820', '201620']",Lexical Semantics,[],[]
CLPS 1392,CLPS,['202020'],Modern Mayan Languages,[],[]
CLPS 1420,CLPS,"['202020', '201720']",Cognitive Neuropsychology,[],[]
CLPS 1500,CLPS,"['202020', '201920', '201820', '201720', '201610']",Perception and Action,[],[]
CLPS 1570,CLPS,"['202020', '201920', '201820', '201720']",Perceptual Learning,[],[]
CLPS 1580C,CLPS,"['202020', '201910', '201810', '201710', '201610']",Visualizing Information,[],[]
CLPS 1680F,CLPS,['202020'],Topics in Development: The Developmental and Evolutionary Origins of Mind,[],[]
CLPS 1700,CLPS,"['202020', '202000', '201920', '201900', '201820', '201800', '201720', '201700', '201620']",Abnormal Psychology,[],[]
CLPS 1760,CLPS,"['202020', '201820', '201720', '201620']",The Moral Brain,[],[]
CLPS 1770,CLPS,"['202020', '201920']",Stigma and Prejudice,[],[]
CLPS 1850,CLPS,"['202020', '201920']",Language Processing in Humans and Machines,[],[]
CLPS 2908,CLPS,"['202020', '201920', '201820', '201720', '201620']",Multivariate Statistical Techniques,[],[]
CLPS 0700,CLPS,"['202010', '201910', '201810', '201710', '201610']",Social Psychology,[],[]
CLPS 1310,CLPS,"['202010', '201920', '201820', '201720', '201610']",Phonology,[],[]
CLPS 1360,CLPS,"['202010', '201820', '201720']",Introduction to Corpus Linguistics,[],[]
CLPS 1370,CLPS,"['202010', '201910', '201710']",Pragmatics,[],[]
CLPS 1495,CLPS,"['202010', '201910', '201810', '201710', '201610']",Affective Neuroscience,[],[]
CLPS 1540,CLPS,"['202010', '201810', '201610']",Perceiving and Acting in 3D,[],[]
CLPS 1560,CLPS,"['202010', '201710', '201620']",Visually-Guided Action and Cognitive Processes,[],[]
CLPS 1750,CLPS,['202010'],Blame and Punishment,[],[]
CLPS 1880F,CLPS,"['202010', '201820']",Logic in Language and Thought,[],[]
CLPS 1181A,CLPS,"['202000', '201915']",Canine Behavior,[],[]
CLPS 0100,CLPS,"['201920', '201720']",Learning and Conditioning,[],[]
CLPS 0400,CLPS,"['201920', '201720', '201610']",Cognitive Neuroscience,[],[]
CLPS 1180B,CLPS,['201920'],Animal Languages,[],[]
CLPS 1193,CLPS,"['201920', '201720', '201620']",Laboratory in Genes and Behavior,[],[]
CLPS 1331,CLPS,"['201920', '201820']",Linguistic Variation and Universals,[],[]
CLPS 1490,CLPS,"['201920', '201820', '201620']",Functional Magnetic Resonance Imaging: Theory and Practice,[],[]
CLPS 1720,CLPS,"['201920', '201820', '201720', '201620']",Human Resilience,[],[]
CLPS 1791,CLPS,"['201920', '201610']",Laboratory in Social Cognition,[],[]
CLPS 1900,CLPS,"['201920', '201910', '201820', '201810', '201710', '201610']",Research Methods And Design,[],[]
CLPS 2002,CLPS,"['201920', '201810', '201620']",Core Topics in Cognitive and Psychological Sciences II,[],[]
CLPS 0050A,CLPS,"['201910', '201810', '201710', '201610']",Computing as Done in Brains and Computers,[],[]
CLPS 1342,CLPS,"['201910', '201720']",Compositional Semantics,[],[]
CLPS 1478,CLPS,"['201910', '201810', '201610']",Translational Models of Neuropsychiatric Disorder,[],[]
CLPS 1620,CLPS,"['201910', '201810']",Developmental Cognitive Neuroscience,[],[]
CLPS 1790,CLPS,"['201910', '201810', '201710']",Personality and Clinical Assessment,[],[]
CLPS 0611,CLPS,"['201900', '201800']",Children's Thinking,[],[]
CLPS 1194,CLPS,"['201900', '201800', '201700']",Sleep and Chronobiology Research,[],[]
CLPS 0050W,CLPS,['201820'],Color in the world or what you see is not what you get,[],[]
CLPS 0150,CLPS,['201820'],Behavioral Neuroscience: Introduction to Biological Psychiatry,[],[]
CLPS 0620,CLPS,"['201820', '201720']",Social and Moral Development,[],[]
CLPS 1160,CLPS,"['201820', '201720', '201610']",Evolution and Development of the Brain,[],[]
CLPS 1365,CLPS,"['201820', '201720', '201620']",Historical Linguistics,[],[]
CLPS 1381E,CLPS,['201820'],Topics in Phonetics and Phonology: Psycholinguistics of Phonetic Perception,[],[]
CLPS 1390,CLPS,"['201820', '201620']",Linguistic Field Methods,[],[]
CLPS 1480B,CLPS,"['201820', '201620']",Cognitive Aging and Dementia,[],[]
CLPS 1510,CLPS,"['201820', '201710', '201610']",Auditory Perception Laboratory,[],[]
CLPS 1561,CLPS,['201820'],The Nature of Attention,[],[]
CLPS 1580E,CLPS,"['201820', '201720']","Perception, Attention, and Consciousness",[],[]
CLPS 1590,CLPS,"['201820', '201720', '201620']",Visualizing Vision,[],[]
CLPS 1680E,CLPS,['201820'],Topics in Development: Exploration and Explanation,[],[]
CLPS 1690,CLPS,"['201820', '201610']",Laboratory in Developmental Psychology,[],[]
CLPS 1880E,CLPS,['201820'],Topics in Psycholinguistics: Reading,[],[]
CLPS 2000,CLPS,"['201820', '201810', '201610']",Graduate Proseminar,[],[]
CLPS 2906,CLPS,"['201820', '201710', '201610']",Experimental Design,[],[]
CLPS 1380,CLPS,"['201810', '201710']",Laboratory in Phonetics,[],[]
CLPS 1383A,CLPS,['201810'],The Boundary of Semantics and Pragmatics,[],[]
CLPS 1480G,CLPS,['201810'],Working Memory,[],[]
CLPS 1783,CLPS,"['201810', '201710', '201620']",Nudge: How to Use Social Psychology to Create Social Change,[],[]
CLPS 1800,CLPS,['201810'],Language Processing,[],[]
CLPS 0050J,CLPS,['201720'],Psychology of Creativity,[],[]
CLPS 0050M,CLPS,"['201720', '201620']",Playing with Words: The Linguistic Principles Behind Word Games and Puzzles,[],[]
CLPS 0600,CLPS,['201720'],Developmental Psychology,[],[]
CLPS 1271,CLPS,"['201720', '201620']",Cognition in the Classroom: Seminar in the Science of Teaching and Learning,[],[]
CLPS 1291,CLPS,['201720'],"Computational Methods for Mind, Brain and Behavior",[],[]
CLPS 1381D,CLPS,['201720'],Topics in Phonology: Lenition,[],[]
CLPS 1400,CLPS,['201720'],The Neural Bases of Cognition,[],[]
CLPS 1480C,CLPS,['201720'],Cognitive Control Functions of the Prefrontal Cortex,[],[]
